"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-01-28","8.05",,,"0.02","0.0","0.0",,"34","31",,"  130","  130",,"17.9","23.0","    1","    1","    1",,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-01-29","12.75",,,"0.11","0.0","0.0",,"38","29",,"  350","  350",,"25.9","32.0","    1","    1","    1",,,,,"    1",,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-01-30","23.04",,,"0.06","1.1","0.0",,"29","11",,"  320","  330",,"31.1","38.0",,,,,,,,,"    1",,,,,,,,"    1","    1",,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-01-31","21.03",,,"0.00","0.0","1.0",,"11","-7",,"  300","  300",,"29.1","33.1",,,,,,,,"    1","    1",,,,,,,,"    1","    1",,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-01","11.18",,,"0.06","1.3","1.0",,"7","-10",,"  290","  290",,"23.0","28.0",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-02","6.04",,,"0.04","1.0","2.0",,"12","6",,"  350","  360",,"14.1","15.0",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-03","10.96",,,"0.09","1.2","3.0",,"15","6",,"  310","  310",,"25.1","30.0",,,,,,,,"    1",,,,"    1",,,,,"    1","    1",,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-04","8.28",,,"0.03","0.6","5.0",,"18","3",,"   40","   40",,"17.0","21.0",,,,,,,,"    1",,,,"    1",,,,,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-05","14.76",,,"0.17","2.3","5.0",,"30","8",,"  320","  310",,"25.9","31.1",,"    1",,,,,,"    1",,,,,,,,,"    1",,,"    1",
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-06","10.29",,,"0.00","0.0","7.0",,"35","6",,"  150","  150",,"23.0","28.0",,,,,,,,"    1",,,,"    1",,,"    1",,,"    1",,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-07","11.63",,,"0.00","0.0","6.0",,"34","25",,"   10","   10",,"21.0","25.1",,"    1",,,,,,,,,,,,,"    1","    1","    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-08","8.28",,,"0.00","0.0","6.0",,"25","22",,"  170","  150",,"19.9","25.1",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-09","19.01",,,"0.00","0.0","5.0",,"30","24",,"  170","  170",,"29.1","34.9",,,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-10","15.21",,,"0.31","0.0","5.0",,"37","30",,"  120","  120",,"29.1","36.9",,"    1",,,,,,"    1",,,,,,,"    1",,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-11","23.71",,,"0.02","0.4","3.0",,"34","20",,"  290","  290",,"32.0","40.9",,,,,,,,"    1","    1",,,,,,,,"    1","    1",,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-12","11.41",,,"0.00","0.0","3.0",,"33","17",,"  220","  210",,"23.0","25.9",,,,,,,,,,,,,,,,,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-13","9.17",,,"0.01","0.0","3.0",,"37","19",,"  230","  230",,"17.0","19.9",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-14","14.99",,,"0.04","0.6","3.0",,"36","17",,"  320","  320",,"28.0","32.0",,,,,,,,"    1",,,,"    1",,,,,"    1","    1",,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-15","12.53",,,"0.00","0.0","2.0",,"17","7",,"  310","  310",,"21.0","23.9",,,,,,,,"    1",,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-16","4.70",,,"0.00","0.0","2.0",,"20","4",,"  310","  310",,"12.1","15.0",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-17","17.45",,,"0.00","0.0","2.0",,"31","10",,"  160","  160",,"28.0","36.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-18","20.13",,,"0.02","0.3","2.0",,"35","7",,"  300","  300",,"32.0","38.0",,,,,,,,"    1",,,,"    1",,,,,"    1","    1",,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-19","22.15",,,"0.00","0.0","2.0",,"7","-3",,"  310","  310",,"31.1","36.9",,,,,,,,"    1","    1",,,,,,,,"    1","    1",,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-20","8.05",,,"0.00","0.0","2.0",,"17","-5",,"   40","   40",,"14.1","16.1",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-21","10.51",,,"0.05","1.1","2.0",,"20","6",,"   60","   70",,"21.9","28.0","    1",,,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-22","9.40",,,"0.36","6.2","7.0",,"28","20",,"   50","   50",,"17.9","23.0",,,,,,,,"    1",,,,"    1",,,,,"    1",,,"    1",
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-23","9.40",,,"0.00","0.0","9.0",,"23","4",,"  240","  230",,"16.1","17.9",,,,,,,,"    1",,,,"    1",,,,,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-24","4.25",,,"0.00","0.0","9.0",,"29","2",,"  230","  230",,"10.1","10.1",,,,,,,,,,,,"    1",,,,,,"    1",,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-25","3.36",,,"0.01","0.2","8.0",,"37","22",,"  160","  350",,"8.9","23.0",,"    1",,,,,,"    1",,,,,,,,,"    1",,,"    1",
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-26","13.65",,,"0.00","0.0","7.0",,"34","23",,"   20","   20",,"25.1","30.0",,,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-27","17.00",,,"0.01","0.2","6.0",,"34","29",,"   10","  360",,"25.1","31.1",,,,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-02-28","12.30",,,"0.00","0.0","6.0",,"30","25",,"  350","  310",,"17.0","38.9",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-01","10.96",,,"0.00","0.0","6.0",,"29","13",,"   20","   30",,"16.1","21.0",,,,,,,,,,,,,,,,,"    1","    1",,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-02","4.92",,,"0.00","0.0","6.0",,"29","7",,"  310",,,"10.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-03","8.28",,,"0.00","0.0","5.0",,"30","13",,"  150","  150",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-04","14.09",,,"0.27","4.2","5.0",,"27","21",,"  120","  120",,"21.9","32.0",,"    1",,,,,,,,,,"    1",,,,,"    1",,,"    1",
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-05","10.07",,,"0.29","4.7","10.0",,"29","24",,"  340","  350",,"17.9","23.0",,,,,,,,"    1",,,,,,,,,"    1","    1",,"    1",
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-06","10.51",,,"0.00","0.0","13.0",,"25","10",,"  350","  340",,"21.0","25.1",,,,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-07","6.93",,,"0.00","0.0","13.0",,"29","-4",,"  160","  150",,"16.1","19.9",,"    1",,,,,,"    1",,,,"    1",,,,,,,,"    1",
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-08","15.66",,,"0.00","0.0","12.0",,"38","17",,"  150","  150",,"23.0","29.1",,,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-09","14.99",,,"0.87","0.0","9.0",,"37","33",,"  140","  150",,"23.9","31.1","    1","    1",,,,,,,,,,,,,"    1",,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-10","17.45",,,"0.62","6.8","6.0",,"35","30",,"   30","   10",,"25.9","32.0","    1","    1",,,,,,,,,,,,,"    1",,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-11","15.88",,,"0.18","2.4","14.0",,"30","18",,"  320","  320",,"23.0","28.0",,,,,,,,"    1",,,,"    1",,,,,"    1",,,"    1",
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-12","16.11",,,"0.01","0.3","13.0",,"26","14",,"  300","  300",,"25.9","31.1",,,,,,,,,,,,"    1",,,,,"    1","    1",,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-13","10.07",,,"0.00","0.0","13.0",,"27","10",,"  310","  310",,"19.9","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-14","9.62",,,"0.14","1.9","13.0",,"34","17",,"  150","  150",,"19.9","21.9",,,,"    1",,,,"    1",,,,,,,,,"    1",,,"    1",
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-15","7.38",,,"0.13","0.0","14.0",,"35","26",,"  100","  100",,"13.0","16.1",,,,,,,,"    1",,,,,,,"    1","    1",,"    1",,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-16","14.76",,,"0.00","0.0","13.0",,"31","14",,"  350","  350",,"23.9","29.1",,,,,,,,,,,,"    1",,,"    1","    1",,"    1",,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-17","13.65",,,"0.00","0.0","13.0",,"28","9",,"  150","  140",,"23.0","29.1",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-18","20.13",,,"0.21","3.2","13.0",,"29","10",,"  290","  290",,"28.0","40.0",,"    1",,,,,,,"    1",,,,,,,,"    1",,,"    1",
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-19","23.26",,,"0.00","0.0","15.0",,"21","6",,"  290","  300",,"29.1","34.9",,,,,,,,"    1","    1",,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-20","19.01",,,"0.00","0.0","12.0",,"17","4",,"  300","  290",,"29.1","34.9",,,,,,,,"    1",,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-21","6.49",,,"0.00","0.0","11.0",,"23","0",,"  330","  300",,"10.1","13.0",,,,,,,,"    1",,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-22","4.70",,,"0.00","0.0","11.0",,"32","4",,"  230","  310",,"8.9","17.0",,,,,,,,"    1",,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-23","6.49",,,"0.00","0.0","11.0",,"37","15",,"  350","   60",,"13.0","15.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-24","11.18",,,"0.02","0.0","10.0",,"32","24",,"   10","   10",,"23.9","29.1",,,,,,,,"    1",,,,,,,,,"    1","    1",,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-25","13.42",,,"0.00","0.0","10.0",,"34","21",,"  340","  330",,"21.9","28.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-26","8.50",,,"0.00","0.0","10.0",,"35","19",,"  290","  290",,"14.1","15.0",,,,,,,,,,,,,,,,,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-27","5.59",,,"0.00","0.0","9.0",,"37","18",,"  260","  260",,"8.1","8.9",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-28","4.47",,,"0.00","0.0","8.0",,"40","19",,"  140","  140",,"8.9","12.1",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-29","9.40",,,"0.00","0.0","7.0",,"44","25",,"  170","  160",,"17.0","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-30","12.08",,,"0.11","0.0","5.0",,"44","33",,"  190","  200",,"23.9","29.1","    1","    1",,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-03-31","18.34",,,"0.00","0.0","2.0",,"38","25",,"  310","  310",,"30.0","36.0","    1","    1",,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-01","14.32",,,"0.00","0.0","1.2","26","32","19",,"  320","  300",,"21.0","25.1",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-02","9.40",,,"0.00","0.0","1.2","27","35","20",,"  320","  300",,"18.1","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-03","10.51",,,"0.00","0.0","1.2","31","41","21",,"  200","  200",,"21.0","25.9",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-04","13.65",,,"0.02","0.0","0.0","40","50","33",,"  200","  210",,"23.0","29.1",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-05","10.96",,,"0.10","0.7","0.0","35","43","27",,"  130","  130",,"21.9","25.9",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-06","17.90",,,"0.06","0.0","0.0","42","58","35",,"  300","  150",,"25.1","35.1",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-07","7.83",,,"0.00","0.0","0.0","40","50","35",,"  330","  330",,"15.0","18.1","    1",,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-08","8.50",,,"0.32","0.0","0.0","45","55","39",,"   40","   40",,"18.1","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-09","19.01",,,"1.72","0.0","0.0","40","40","34",,"   50","   60",,"36.0","44.1",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-10","19.46",,,"0.22","0.0","0.0","34","35","31",,"   60","   70",,"36.9","46.1",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-11","14.54",,,"0.28","0.5","0.0","34","36","31",,"   70","   80",,"29.1","35.1",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-12","12.30",,,"0.06","1.2","1.2","31","35","29",,"  290","  290",,"19.9","23.0","    1",,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-13","10.29",,,"0.00","0.1","0.0","31","37","28",,"  270","  270",,"19.9","25.1","    1",,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-14","15.88",,,"1.11","0.2","0.0","33","44","31",,"  110","  100",,"29.1","36.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-15","18.34",,,"0.00","0.0","0.0","38","41","33",,"  240","  250",,"35.1","42.9",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-16","9.84",,,"0.00","0.0","0.0","36","47","31",,"  310","  340",,"17.0","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-17","12.53",,,"0.64","0.0","0.0","37","39","33",,"   60","   60",,"29.1","36.0","    1",,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-18","16.11",,,"0.40","0.2","0.0","36","37","31",,"  310","  310",,"29.1","36.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-19","20.13",,,"0.00","0.2","0.0","32","35","30",,"  310","  310",,"30.0","38.9","    1",,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-20","5.82",,,"0.00","0.0","0.0","33","44","26",,"  310","  310",,"13.0","16.1",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-21","16.55",,,"0.72","1.1","0.0","39","54","33",,"  160","  160",,"32.0","38.9",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-22","12.75",,,"0.54","0.0","0.0","43","46","32",,"  360","   30",,"23.9","31.1","    1",,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-23","16.11",,,"0.00","0.0","0.0","34","39","30",,"  350","  350",,"23.9","31.1","    1",,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-24","12.08",,,"0.07","0.0","0.0","36","50","27",,"  280","  280",,"40.0","48.1",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-25","11.18",,,"0.01","0.0","0.0","38","50","31",,"  300","  280",,"21.0","25.9","    1",,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-26","17.00",,,"0.00","0.0","0.0","53","71","43",,"  200","  200",,"29.1","36.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-27","11.63",,,"0.00","0.0","0.0","58","69","45",,"  200","  210",,"18.1","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-28","11.86",,,"0.00","0.0","0.0","58","74","42",,"  180","  200",,"23.0","32.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-29","8.05",,,"0.12","0.0","0.0","62","72","49",,"  170","  160",,"21.0","23.9","    1",,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-04-30","13.87",,,"0.40","0.0","0.0","65","76","50",,"  230","  230",,"30.0","36.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-01","17.45",,,"1.02","0.0","0.0","47","52","33",,"   20","   10",,"25.1","33.1",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-02","17.67",,,"1.30","14.0","11.0","33","33","31",,"   10","   10",,"29.1","36.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-03","17.00",,,"0.47","0.5","13.0","32","33","31",,"   20","   10",,"23.9","31.1",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-04","11.41",,,"0.17","0.0","7.9","37","48","32",,"   20","  360",,"17.0","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-05","8.05",,,"0.00","0.0","2.0","45","62","36",,"  330","  350",,"12.1","15.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-06","4.70",,,"0.00","0.0","0.0","56","73","44",,"  340","  330",,"8.9","12.1",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-07","4.47",,,"0.00","0.0","0.0","65","76","50",,"  230","  220",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-08","6.49",,,"0.06","0.0","0.0","65","77","50",,"  220","  220",,"25.9","31.1","    1",,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-09","11.63",,,"0.84","0.0","0.0","57","58","44",,"   20","   20",,"23.9","30.0","    1",,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-10","9.62",,,"0.00","0.0","0.0","49","64","40",,"   20","   20",,"21.9","28.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-11","20.36",,,"0.00","0.0","0.0","49","53","35",,"  320","  320",,"38.0","47.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-12","10.29",,,"0.00","0.0","0.0","43","56","31",,"  310","  310",,"21.9","29.1",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-13","13.42",,,"0.00","0.0","0.0","50","68","32",,"  190","  180",,"25.9","32.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-14","15.66",,,"0.00","0.0","0.0","71","97","52",,"  180","  170",,"31.1","45.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-15","9.17",,,"0.02","0.0","0.0","68","74","53",,"  360","  310",,"19.9","25.1",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-16","6.04",,,"0.00","0.0","0.0","68","84","52",,"  240","  120",,"13.0","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-17","12.30",,,"2.43","0.0","0.0","60","66","50",,"  110","  130",,"21.9","28.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-18","10.51",,,"0.00","0.0","0.0","64","79","54",,"  150","  180",,"21.0","25.9",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-19","14.54",,,"2.07","0.0","0.0","69","79","60",,"  230","  230",,"48.1","59.9",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-20","15.88",,,"0.15","0.0","0.0","65","72","58",,"  200","  210",,"33.1","40.9",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-21","9.17",,,"0.02","0.0","0.0","62","64","58",,"  210","  210",,"21.0","25.1","    1",,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-22","11.41",,,"0.08","0.0","0.0","58","60","51",,"   20","   10",,"21.9","28.0","    1",,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-23","13.20",,,"0.00","0.0","0.0","53","62","44",,"   20","   10",,"21.9","28.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-24","9.17",,,"0.03","0.0","0.0","53","66","40",,"  150","  150",,"18.1","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-25","14.76",,,"0.01","0.0","0.0","54","54","50",,"  140","  140",,"25.1","31.1",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-26","14.99",,,"0.25","0.0","0.0","50","54","46",,"  120","  120",,"28.0","35.1","    1",,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-27","13.20",,,"0.56","0.0","0.0","53","56","52",,"  110","  120",,"21.0","25.9","    1",,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-28","5.37",,,"0.04","0.0","0.0","56","65","52",,"  120","   30",,"13.0","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-29","10.51",,,"1.04","0.0","0.0","64","78","59",,"  180","  200",,"36.0","46.1",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-30","17.22",,,"0.47","0.0","0.0","67","75","63",,"  170","  180",,"30.0","40.9",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-05-31","18.12",,,"1.23","0.0","0.0","67","77","56",,"  170","  240",,"23.0","40.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-06-01","10.29",,,"0.04","0.0","0.0","62","70","50",,"  350","  340",,"25.9","31.1","    1",,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-06-02","9.84",,,"0.00","0.0","0.0","54","63","45",,"  350","  350",,"23.0","29.1","    1",,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2013-06-03","6.49",,,"0.00","0.0","0.0","57","68","43",,"  130","  130",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,,
